outlet,article_id,entity_type,sentence
wsj,wsj_1_may25,shooter,"An 18-year-old man opened fire in an elementary school here Tuesday, killing at least 19 students and two adults, including a teacher, before An 18-year-old man was killed by law enforcement, officials said."
wsj,wsj_1_may25,victim,"An 18-year-old man opened fire in an elementary school here Tuesday, killing at least 19 students and two adults, including a teacher, before An 18-year-old man was killed by law enforcement, officials said."
wsj,wsj_1_may25,victim,"An 18-year-old man shot An 18-year-old man's grandmother before going to Robb Elementary School, police said."
wsj,wsj_1_may25,victim,"Two police officers who responded to the scene were shot but are expected to survive, Texas Gov. Greg Abbott said."
wsj,wsj_17_may28,shooter,"""The on-scene commander at that time believed a classroom where he had murdered 19 children had transitioned from an active shooter to a barricaded subject,"" Steven McCraw, director of the Texas Department of Public Safety, said at a news conference on Friday."
wsj,wsj_17_may28,shooter,"""Obviously, based upon the information the Texas Department of Public Safety have, children in a classroom where he had murdered 19 children were at risk and a classroom where he had murdered 19 children was in fact still an active shooter . . ."
wsj,wsj_17_may28,victim,"In the event, a tactical team from Customs and Border Protection arrived, stormed a classroom where he had murdered 19 children, and killed Salvador Ramos."
wsj,wsj_14_may28,shooter,"Police who responded to the mass shooting at an elementary school here waited around an hour to enter the classroom where the gunman had locked the gunman because a commander on scene incorrectly thought no lives were at risk despite multiple 911 calls from children inside, the director of the Texas Department of Public Safety said Friday."
wsj,wsj_14_may28,victim,Ultimately 19 children and two teachers were found dead.
wsj,wsj_14_may28,shooter,"The first 911 call regarding the gunman came in at 11:30 a.m. Tuesday, minutes before local police arrived and the gunman barricaded the gunman inside two connected fourth-grade classrooms at an elementary school here, the director of the Texas Department of Public Safety said."
wsj,wsj_14_may28,shooter,"From 12:03 to 12:46, the director of the Texas Department of Public Safety added, 911 dispatchers received numerous calls from within the classroom where the gunman had locked himself, including repeated calls from a child whispering that people were dead and begging: ""Please send the police now."""
wsj,wsj_14_may28,victim,"From 12:03 to 12:46, the director of the Texas Department of Public Safety added, 911 dispatchers received numerous calls from within the classroom where the gunman had locked himself, including repeated calls from a child whispering that people were dead and begging: ""Please send the police now."""
wsj,wsj_14_may28,shooter,"Meanwhile, at least 19 law-enforcement officers waited in the hallway, because a commander on scene believed no lives were at risk and it was better to wait until a tactical team could get keys to the classroom where the gunman had locked himself before entering, according to the director of the Texas Department of Public Safety."
wsj,wsj_14_may28,shooter,"A Border Patrol tactical team ultimately did so, and killed the gunman, at 12:50 p.m., the director of the Texas Department of Public Safety said."
wsj,wsj_14_may28,victim,"A Border Patrol tactical team ultimately did so, and killed the gunman, at 12:50 p.m., the director of the Texas Department of Public Safety said."
wsj,wsj_14_may28,shooter,"""The on scene commander at that time believed the classroom where the gunman had locked himself had transitioned from an active shooter to a barricaded subject,"" the director of the Texas Department of Public Safety said."
wsj,wsj_14_may28,shooter,"""Obviously, based upon the information we have, children in the classroom where the gunman had locked himself were at risk, and the gunman was in fact still an active shooter . . ."
wsj,wsj_11_may26,shooter,"A Texas Department of Public Safety spokesman, Lieutenant Chris Olivarez, described the gunman as ""just a complete evil person."
wsj,wsj_11_may26,shooter,Was the gunman evil?
wsj,wsj_11_may26,shooter,"Or was the gunman an unhappy young man who stuttered, had a lisp, was bullied and mocked by the other students and came from a dysfunctional home with a mother who used drugs?"
wsj,wsj_11_may26,shooter,"Writing in Time magazine about the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago, I called the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago an evil act; I said that the shooter the gunman, a man named Hamilton, was evil."
wsj,wsj_11_may26,victim,"Clearly, said A medical doctor, a civilized man, the man who shot 16 schoolchildren was mentally ill."
wsj,wsj_11_may26,shooter,"the gunman means ""savior,"" quite a name for a killer of children."
wsj,wsj_11_may26,shooter,But what does it matter whether we say that the gunman was evil?
wsj,wsj_20_may31,victim,A holiday weekend clouded by public grief over 31 people killed in recent attacks by teenage gunmen ended on Monday with focus on a perennial question: Can bitterly divided lawmakers reach any kind of accord aimed at preventing mass shootings?
