outlet,article_id,entity_type,sentence,phrase,cluster_id
fox,fox_8_may24,shooter,"And frankly, Former FBI deputy assistant director Danny Coulson'm a lot afraid. 

UVALDE, Texas SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD

I was in the business of rescuing people from situations like this.",situations like this,-1
fox,fox_8_may24,victim,"And frankly, Former FBI deputy assistant director Danny Coulson'm a lot afraid. 

UVALDE, Texas SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD

I was in the business of rescuing people from situations like this.",afraid,0
fox,fox_8_may24,victim,"And frankly, Former FBI deputy assistant director Danny Coulson'm a lot afraid. 

UVALDE, Texas SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD

I was in the business of rescuing people from situations like this.",former FBI deputy assistant director,2
fox,fox_8_may24,victim,"And frankly, Former FBI deputy assistant director Danny Coulson'm a lot afraid. 

UVALDE, Texas SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD

I was in the business of rescuing people from situations like this.",in the business of rescuing people,0
fox,fox_8_may24,victim,"And frankly, Former FBI deputy assistant director Danny Coulson'm a lot afraid. 

UVALDE, Texas SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD

I was in the business of rescuing people from situations like this.",situations like this,-1
fox,fox_19,victim,"President Biden appeared on camera tonight for less than eight minutes,
not because President Biden believed that President Biden's words would comfort the families or the friends of the victims.",on camera,0
fox,fox_19,victim,"President Biden appeared on camera tonight for less than eight minutes,
not because President Biden believed that President Biden's words would comfort the families or the friends of the victims.",less than eight minutes,3
fox,fox_19,victim,"President Biden appeared on camera tonight for less than eight minutes,
not because President Biden believed that President Biden's words would comfort the families or the friends of the victims.",comfort the families,0
fox,fox_19,victim,"President Biden appeared on camera tonight for less than eight minutes,
not because President Biden believed that President Biden's words would comfort the families or the friends of the victims.",comfort the friends,0
fox,fox_19,victim,"President Biden appeared on camera tonight for less than eight minutes,
not because President Biden believed that President Biden's words would comfort the families or the friends of the victims.",of the victims,0
fox,fox_19,victim,"President Biden spoke tonight because politics is selfish, because in today's twisted world, it's consideredperfectly appropriate to exploit the massacre of the victims in order to try to turn around your own sagging poll numbers.",selfish politics,1
fox,fox_19,victim,"President Biden spoke tonight because politics is selfish, because in today's twisted world, it's consideredperfectly appropriate to exploit the massacre of the victims in order to try to turn around your own sagging poll numbers.",twisted world,-1
fox,fox_19,victim,"President Biden spoke tonight because politics is selfish, because in today's twisted world, it's consideredperfectly appropriate to exploit the massacre of the victims in order to try to turn around your own sagging poll numbers.",exploit the massacre,0
fox,fox_19,victim,"President Biden spoke tonight because politics is selfish, because in today's twisted world, it's consideredperfectly appropriate to exploit the massacre of the victims in order to try to turn around your own sagging poll numbers.",sagging poll numbers,-1
fox,fox_7_may24,shooter,"UVALDE, Texas SCHOOL SHOOTING: 14 STUDENTS, ONE TEACHER KILLED, SUSPECTED SHOOTER DEAD, GOV.",SCHOOL SHOOTING,0
fox,fox_7_may24,shooter,"UVALDE, Texas SCHOOL SHOOTING: 14 STUDENTS, ONE TEACHER KILLED, SUSPECTED SHOOTER DEAD, GOV.",14 STUDENTS KILLED,0
fox,fox_7_may24,shooter,"UVALDE, Texas SCHOOL SHOOTING: 14 STUDENTS, ONE TEACHER KILLED, SUSPECTED SHOOTER DEAD, GOV.",ONE TEACHER KILLED,0
fox,fox_7_may24,shooter,"UVALDE, Texas SCHOOL SHOOTING: 14 STUDENTS, ONE TEACHER KILLED, SUSPECTED SHOOTER DEAD, GOV.",SUSPECTED SHOOTER DEAD,0
fox,fox_7_may24,victim,"UVALDE, Texas SCHOOL SHOOTING: 14 STUDENTS, ONE TEACHER KILLED, SUSPECTED SHOOTER DEAD, GOV.",14 STUDENTS,0
fox,fox_7_may24,victim,"UVALDE, Texas SCHOOL SHOOTING: 14 STUDENTS, ONE TEACHER KILLED, SUSPECTED SHOOTER DEAD, GOV.",ONE TEACHER,0
fox,fox_7_may24,victim,"UVALDE, Texas SCHOOL SHOOTING: 14 STUDENTS, ONE TEACHER KILLED, SUSPECTED SHOOTER DEAD, GOV.",SUSPECTED SHOOTER,0
fox,fox_7_may24,victim,"UVALDE, Texas SCHOOL SHOOTING: 14 STUDENTS, ONE TEACHER KILLED, SUSPECTED SHOOTER DEAD, GOV.",KILLED,0
fox,fox_7_may24,victim,"UVALDE, Texas SCHOOL SHOOTING: 14 STUDENTS, ONE TEACHER KILLED, SUSPECTED SHOOTER DEAD, GOV.",DEAD,0
fox,fox_2_may24,shooter,"There were 61 active shooter incidents reported in the U.S. in 2021 – a nearly 53% increase, or a jump of 21 events, from 2020, theFBI has found.",active shooter incidents,0
fox,fox_2_may24,shooter,"There were 61 active shooter incidents reported in the U.S. in 2021 – a nearly 53% increase, or a jump of 21 events, from 2020, theFBI has found.",reported in the U.S.,0
fox,fox_2_may24,shooter,"There were 61 active shooter incidents reported in the U.S. in 2021 – a nearly 53% increase, or a jump of 21 events, from 2020, theFBI has found.",nearly 53% increase,-1
fox,fox_2_may24,shooter,"There were 61 active shooter incidents reported in the U.S. in 2021 – a nearly 53% increase, or a jump of 21 events, from 2020, theFBI has found.",jump of 21 events,-1
fox,fox_2_may24,shooter,"There were 52.5% more active shooter incidents between 2020 and 2021, and 33% more from 2019 to 2020, according to an FBIreport released Monday, titled ""Active Shooter Incidents in the U.S. in 2021.",active shooter incidents,0
fox,fox_2_may24,shooter,"There were 52.5% more active shooter incidents between 2020 and 2021, and 33% more from 2019 to 2020, according to an FBIreport released Monday, titled ""Active Shooter Incidents in the U.S. in 2021.",more incidents,0
fox,fox_2_may24,shooter,"There were 52.5% more active shooter incidents between 2020 and 2021, and 33% more from 2019 to 2020, according to an FBIreport released Monday, titled ""Active Shooter Incidents in the U.S. in 2021.",FBI report,0
fox,fox_2_may24,shooter,"There were 52.5% more active shooter incidents between 2020 and 2021, and 33% more from 2019 to 2020, according to an FBIreport released Monday, titled ""Active Shooter Incidents in the U.S. in 2021.",released Monday,0
fox,fox_2_may24,shooter,"There were 52.5% more active shooter incidents between 2020 and 2021, and 33% more from 2019 to 2020, according to an FBIreport released Monday, titled ""Active Shooter Incidents in the U.S. in 2021.",titled 'Active Shooter Incidents',0
fox,fox_2_may24,shooter,"""

an FBIreport released Monday, titled ""Active Shooter Incidents in the United States in 2021 was released just over a week after upstate New York man Payton Gendron, 18, allegedly unleashed a racially motivedattack on May 15, when upstate New York man Payton Gendron, 18, opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. upstate New York man Payton Gendron, 18, killed 10 people andwounded three others, officials have said.",18 years old,0
fox,fox_2_may24,shooter,"""

an FBIreport released Monday, titled ""Active Shooter Incidents in the United States in 2021 was released just over a week after upstate New York man Payton Gendron, 18, allegedly unleashed a racially motivedattack on May 15, when upstate New York man Payton Gendron, 18, opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. upstate New York man Payton Gendron, 18, killed 10 people andwounded three others, officials have said.",upstate New York man,-1
fox,fox_2_may24,shooter,"""

an FBIreport released Monday, titled ""Active Shooter Incidents in the United States in 2021 was released just over a week after upstate New York man Payton Gendron, 18, allegedly unleashed a racially motivedattack on May 15, when upstate New York man Payton Gendron, 18, opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. upstate New York man Payton Gendron, 18, killed 10 people andwounded three others, officials have said.",racially motivated attack,0
fox,fox_2_may24,shooter,"""

an FBIreport released Monday, titled ""Active Shooter Incidents in the United States in 2021 was released just over a week after upstate New York man Payton Gendron, 18, allegedly unleashed a racially motivedattack on May 15, when upstate New York man Payton Gendron, 18, opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. upstate New York man Payton Gendron, 18, killed 10 people andwounded three others, officials have said.",opened fire,0
fox,fox_2_may24,shooter,"""

an FBIreport released Monday, titled ""Active Shooter Incidents in the United States in 2021 was released just over a week after upstate New York man Payton Gendron, 18, allegedly unleashed a racially motivedattack on May 15, when upstate New York man Payton Gendron, 18, opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. upstate New York man Payton Gendron, 18, killed 10 people andwounded three others, officials have said.",killed 10 people,0
fox,fox_2_may24,shooter,"""

an FBIreport released Monday, titled ""Active Shooter Incidents in the United States in 2021 was released just over a week after upstate New York man Payton Gendron, 18, allegedly unleashed a racially motivedattack on May 15, when upstate New York man Payton Gendron, 18, opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. upstate New York man Payton Gendron, 18, killed 10 people andwounded three others, officials have said.",wounded three others,0
fox,fox_2_may24,shooter,"""

an FBIreport released Monday, titled ""Active Shooter Incidents in the United States in 2021 was released just over a week after upstate New York man Payton Gendron, 18, allegedly unleashed a racially motivedattack on May 15, when upstate New York man Payton Gendron, 18, opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. upstate New York man Payton Gendron, 18, killed 10 people andwounded three others, officials have said.",busy Tops Friendly Markets store,0
fox,fox_2_may24,shooter,"The May 15, when he opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. massacre is not included in theFBI's recent report, which examines statistics only from 2021 and earlier.",opened fire,0
fox,fox_2_may24,shooter,"The May 15, when he opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. massacre is not included in theFBI's recent report, which examines statistics only from 2021 and earlier.",busy Tops Friendly Markets store,0
fox,fox_2_may24,shooter,"The May 15, when he opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. massacre is not included in theFBI's recent report, which examines statistics only from 2021 and earlier.","Buffalo, N.Y.",0
fox,fox_2_may24,shooter,"The May 15, when he opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. massacre is not included in theFBI's recent report, which examines statistics only from 2021 and earlier.",May 15,0
fox,fox_2_may24,shooter,"The May 15, when he opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. massacre is not included in theFBI's recent report, which examines statistics only from 2021 and earlier.",massacre,0
fox,fox_2_may24,shooter,"The bureaudefined an ""active shooter"" as being ""one or more individuals actively engaged in killing or attempting to kill people in a populatedarea.""",active shooter,0
fox,fox_2_may24,shooter,"The bureaudefined an ""active shooter"" as being ""one or more individuals actively engaged in killing or attempting to kill people in a populatedarea.""",one or more individuals,0
fox,fox_2_may24,shooter,"The bureaudefined an ""active shooter"" as being ""one or more individuals actively engaged in killing or attempting to kill people in a populatedarea.""",actively engaged,-1
fox,fox_2_may24,shooter,"The bureaudefined an ""active shooter"" as being ""one or more individuals actively engaged in killing or attempting to kill people in a populatedarea.""",killing or attempting to kill,0
fox,fox_2_may24,shooter,"The bureaudefined an ""active shooter"" as being ""one or more individuals actively engaged in killing or attempting to kill people in a populatedarea.""",populated area,-1
fox,fox_18,shooter,"The suspect in the Uvalde, Texas school shooting, Salvador Ramos, was 18.",The suspect,0
fox,fox_18,shooter,"The suspect in the Uvalde, Texas school shooting, Salvador Ramos, was 18.","Uvalde, Texas",0
fox,fox_18,shooter,"The suspect in the Uvalde, Texas school shooting, Salvador Ramos, was 18.",school shooting,0
fox,fox_18,shooter,"The suspect in the Uvalde, Texas school shooting, Salvador Ramos, was 18.",Salvador Ramos,0
fox,fox_18,shooter,"The suspect in the Uvalde, Texas school shooting, Salvador Ramos, was 18.",18,0
fox,fox_15,victim,"People react following a deadly school shooting in Uvalde, Texas (AP/Dario Lopez-Mills)",deadly school shooting,0
fox,fox_15,victim,"People react following a deadly school shooting in Uvalde, Texas (AP/Dario Lopez-Mills)","Uvalde, Texas",0
fox,fox_15,victim,"People react following a deadly school shooting in Uvalde, Texas (AP/Dario Lopez-Mills)",people react,0
fox,fox_1_may24,shooter,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",mass shooting,0
fox,fox_1_may24,shooter,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",Texas elementary school,0
fox,fox_1_may24,shooter,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",killed 19 children,0
fox,fox_1_may24,shooter,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",two teachers,0
fox,fox_1_may24,shooter,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",suspected gunman,0
fox,fox_1_may24,shooter,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",was killed,0
fox,fox_1_may24,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",mass shooting,0
fox,fox_1_may24,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",Texas elementary school,0
fox,fox_1_may24,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",killed 19 children,0
fox,fox_1_may24,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",two teachers,0
fox,fox_1_may24,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",suspected gunman,0
fox,fox_1_may24,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",killed,0
fox,fox_1_may24,shooter,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said.",suspected gunman,0
fox,fox_1_may24,shooter,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said.",Salvador Ramos,0
fox,fox_1_may24,shooter,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said.",Uvalde resident,0
fox,fox_1_may24,shooter,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said.",acted alone,0
fox,fox_1_may24,shooter,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said.",also dead,0
fox,fox_1_may24,victim,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said.",suspected gunman,0
fox,fox_1_may24,victim,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said.",Salvador Ramos,0
fox,fox_1_may24,victim,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said.",Uvalde resident,0
fox,fox_1_may24,victim,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said.",dead,0
fox,fox_1_may24,victim,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said.",acted alone,0
fox,fox_1_may24,shooter,"the suspected gunman had ahandgun and possibly a rifle when the suspected gunman A mass shooting at a Texas elementary school fire at a Texas elementary school, Gov. Greg Abbott said.",suspected gunman,0
fox,fox_1_may24,shooter,"the suspected gunman had ahandgun and possibly a rifle when the suspected gunman A mass shooting at a Texas elementary school fire at a Texas elementary school, Gov. Greg Abbott said.",handgun,0
fox,fox_1_may24,shooter,"the suspected gunman had ahandgun and possibly a rifle when the suspected gunman A mass shooting at a Texas elementary school fire at a Texas elementary school, Gov. Greg Abbott said.",possibly a rifle,0
fox,fox_1_may24,shooter,"the suspected gunman had ahandgun and possibly a rifle when the suspected gunman A mass shooting at a Texas elementary school fire at a Texas elementary school, Gov. Greg Abbott said.",mass shooting,0
fox,fox_1_may24,shooter,"the suspected gunman had ahandgun and possibly a rifle when the suspected gunman A mass shooting at a Texas elementary school fire at a Texas elementary school, Gov. Greg Abbott said.",fire at a Texas elementary school,0
fox,fox_1_may24,victim,"Two police officers were shot and woundedbut were expected to survive, Gov. Greg Abbott said.",shot and wounded,0
fox,fox_1_may24,victim,"Two police officers were shot and woundedbut were expected to survive, Gov. Greg Abbott said.",expected to survive,0
fox,fox_1_may24,victim,"�
""Texans across Texas are grieving for the victims of A mass shooting at a Texas elementary school and for the community of Uvalde.",grieving for the victims,0
fox,fox_1_may24,victim,"�
""Texans across Texas are grieving for the victims of A mass shooting at a Texas elementary school and for the community of Uvalde.",mass shooting,0
fox,fox_1_may24,victim,"�
""Texans across Texas are grieving for the victims of A mass shooting at a Texas elementary school and for the community of Uvalde.",Texas elementary school,0
fox,fox_1_may24,victim,"�
""Texans across Texas are grieving for the victims of A mass shooting at a Texas elementary school and for the community of Uvalde.",community of Uvalde,0
fox,fox_1_may24,shooter,"�
the suspected gunman was likely killed by responding officers, but the investigation was still ongoing, authorities said.",suspected gunman,0
fox,fox_1_may24,shooter,"�
the suspected gunman was likely killed by responding officers, but the investigation was still ongoing, authorities said.",likely killed,0
fox,fox_1_may24,shooter,"�
the suspected gunman was likely killed by responding officers, but the investigation was still ongoing, authorities said.",responding officers,0
fox,fox_1_may24,shooter,"�
the suspected gunman was likely killed by responding officers, but the investigation was still ongoing, authorities said.",investigation ongoing,0
fox,fox_1_may24,shooter,"�
the suspected gunman was likely killed by responding officers, but the investigation was still ongoing, authorities said.",authorities said,0
fox,fox_16,victim,"Lieutenant Gov. Dan Patrick reflected on the Texas elementary school shooting that left at least 19 children dead Tuesday on""Tucker Carlson Tonight.",Texas elementary school shooting,0
fox,fox_16,victim,"Lieutenant Gov. Dan Patrick reflected on the Texas elementary school shooting that left at least 19 children dead Tuesday on""Tucker Carlson Tonight.",19 children dead,0
fox,fox_16,victim,"Lieutenant Gov. Dan Patrick reflected on the Texas elementary school shooting that left at least 19 children dead Tuesday on""Tucker Carlson Tonight.",reflected on,-1
fox,fox_16,victim,"Lieutenant Gov. Dan Patrick reflected on the Texas elementary school shooting that left at least 19 children dead Tuesday on""Tucker Carlson Tonight.",Lieutenant Gov. Dan Patrick,-1
fox,fox_16,victim,"And Ithink when crimes like the Texas elementary school shooting that left at least 19 children dead happen, crimes like this is pure evil, that crimes like this impacts a whole nation.",Texas elementary school shooting,0
fox,fox_16,victim,"And Ithink when crimes like the Texas elementary school shooting that left at least 19 children dead happen, crimes like this is pure evil, that crimes like this impacts a whole nation.",19 children dead,0
fox,fox_16,victim,"And Ithink when crimes like the Texas elementary school shooting that left at least 19 children dead happen, crimes like this is pure evil, that crimes like this impacts a whole nation.",pure evil,0
fox,fox_16,victim,"And Ithink when crimes like the Texas elementary school shooting that left at least 19 children dead happen, crimes like this is pure evil, that crimes like this impacts a whole nation.",impacts a whole nation,0
fox,fox_16,shooter,"UVALDE, Texas SCHOOL SHOOTING: at least 19 children KILLED, SUSPECTED SHOOTER DEAD 

Every parent, every grandparent that has a child envisions what Every parent, every grandparent that has a child would feel if it happened to Every parent, every grandparent that has a child.",SUSPECTED SHOOTER DEAD,0
fox,fox_16,shooter,"UVALDE, Texas SCHOOL SHOOTING: at least 19 children KILLED, SUSPECTED SHOOTER DEAD 

Every parent, every grandparent that has a child envisions what Every parent, every grandparent that has a child would feel if it happened to Every parent, every grandparent that has a child.",at least 19 children KILLED,0
fox,fox_16,victim,"UVALDE, Texas SCHOOL SHOOTING: at least 19 children KILLED, SUSPECTED SHOOTER DEAD 

Every parent, every grandparent that has a child envisions what Every parent, every grandparent that has a child would feel if it happened to Every parent, every grandparent that has a child.",19 children KILLED,0
fox,fox_16,victim,"UVALDE, Texas SCHOOL SHOOTING: at least 19 children KILLED, SUSPECTED SHOOTER DEAD 

Every parent, every grandparent that has a child envisions what Every parent, every grandparent that has a child would feel if it happened to Every parent, every grandparent that has a child.",SUSPECTED SHOOTER DEAD,0
fox,fox_16,victim,"UVALDE, Texas SCHOOL SHOOTING: at least 19 children KILLED, SUSPECTED SHOOTER DEAD 

Every parent, every grandparent that has a child envisions what Every parent, every grandparent that has a child would feel if it happened to Every parent, every grandparent that has a child.",every parent,0
fox,fox_16,victim,"UVALDE, Texas SCHOOL SHOOTING: at least 19 children KILLED, SUSPECTED SHOOTER DEAD 

Every parent, every grandparent that has a child envisions what Every parent, every grandparent that has a child would feel if it happened to Every parent, every grandparent that has a child.",every grandparent,0
fox,fox_16,victim,"UVALDE, Texas SCHOOL SHOOTING: at least 19 children KILLED, SUSPECTED SHOOTER DEAD 

Every parent, every grandparent that has a child envisions what Every parent, every grandparent that has a child would feel if it happened to Every parent, every grandparent that has a child.",child envisions,0
fox,fox_16,victim,"UVALDE, Texas SCHOOL SHOOTING: at least 19 children KILLED, SUSPECTED SHOOTER DEAD 

Every parent, every grandparent that has a child envisions what Every parent, every grandparent that has a child would feel if it happened to Every parent, every grandparent that has a child.",feel if it happened,-1
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",alleged gunman,0
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",shooting grandmother,0
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",targeting victims,0
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",killing 19 children,0
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",killing two adults,0
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",known to be a loner,0
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",quit job,-1
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",unleashing attack,0
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",18-year-old,0
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",legally purchased rifles,0
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",bought ammunition,0
fox,fox_13,victim,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives.",alleged gunman,0
